,price,condition,district,max_floor,street,num_rooms,area,num_bathrooms,building_type,floor,ceiling_height
2581,140000,1.0,1.0,9,1.0,3,100,1,1,3,3.2
2582,65000,1.0,0.5,13,0.4,2,72,1,1,11,3.0
2583,50000,0.7,0.7,9,0.65,3,80,1,4,1,2.8
2584,125000,0.7,0.7,17,0.75,4,125,2,1,9,3.2
2585,31000,0.85,0.4,5,0.35,2,54,1,2,5,2.8
2586,174000,1.0,1.0,23,0.9,2,90,1,1,6,3.2
2587,45000,0.85,0.4,9,0.45,3,70,1,4,4,2.8
2588,118000,1.0,1.0,15,1.0,2,62,1,1,5,3.0
2589,28500,0.85,0.4,9,0.4,1,46,1,4,5,2.8
2590,34000,0.85,0.4,9,0.45,3,96,1,4,9,2.8
2591,55000,0.85,0.7,5,0.7,2,54,1,2,3,2.8
2592,50000,0.85,0.6,9,0.45,3,82,1,4,6,2.8
2593,90000,1.0,0.5,9,0.35,3,107,1,4,8,2.8
2594,63500,0.85,0.7,5,0.7,3,80,1,2,3,2.8
2595,285000,0.85,1.0,15,1.0,4,135,1,3,7,2.8
2596,47000,1.0,0.7,5,0.7,2,47,1,2,4,2.8
2597,130000,0.85,0.7,5,0.75,5,120,2,2,4,3.2
2598,48000,0.85,1.0,5,1.0,2,40,1,2,5,2.8
2599,87000,0.85,0.7,9,0.75,3,103,1,2,6,2.8
2600,175000,1.0,1.0,14,0.75,3,138,2,1,7,3.2
2601,138000,0.85,1.0,4,1.0,2,65,1,2,2,3.0
2602,120000,1.0,0.7,19,0.65,3,85,1,1,8,3.0
2603,62000,0.85,0.4,9,0.45,4,89,1,4,4,2.8
2604,50000,1.0,0.4,14,0.45,3,80,1,4,1,2.8
2605,35000,0.85,0.5,14,0.4,2,60,1,3,1,2.8
2606,85000,0.85,0.7,4,0.8,2,85,1,2,2,2.8
2607,130000,1.0,1.0,5,1.0,1,42,1,2,4,3.2
2608,45000,0.85,0.5,9,0.45,3,82,1,4,3,2.8
2609,200000,1.0,1.0,4,1.0,3,135,2,2,3,3.2
2610,150000,0.85,1.0,6,1.0,2,70,1,2,4,2.8
2611,180000,1.0,0.7,5,0.75,4,140,3,1,2,3.0
2612,120000,1.0,1.0,5,1.0,3,101,1,2,5,2.8
2613,70000,0.85,1.0,6,0.85,2,63,1,2,4,2.8
2614,60000,0.85,0.6,10,0.55,3,96,1,1,9,2.8
2615,55000,0.85,1.0,9,1.0,1,48,1,4,7,2.8
2616,34000,0.85,0.4,12,0.45,2,62,1,3,12,2.8
2617,95000,0.85,1.0,16,1.0,3,97,1,1,4,2.8
2618,52000,1.0,0.7,14,0.7,3,80,1,4,4,2.8
2619,62000,1.0,1.0,4,0.85,3,72,1,3,3,3.2
2620,56000,0.85,0.7,5,0.75,2,70,1,2,2,2.8
2621,120000,1.0,0.7,10,0.65,3,95,1,3,4,2.8
2622,85000,1.0,1.0,9,0.9,3,80,1,1,2,3.2
2623,185000,0.7,1.0,12,1.0,4,132,2,1,9,3.2
2624,61000,1.0,0.4,14,0.45,3,80,1,4,4,2.8
2625,200000,0.7,1.0,14,1.0,4,126,2,1,4,3.2
2626,125000,1.0,1.0,5,0.9,4,110,2,2,5,3.2
2627,145000,1.0,0.5,9,0.5,4,135,2,1,6,3.0
2628,120000,1.0,0.7,15,0.65,3,90,1,4,11,3.0
2629,95000,1.0,1.0,9,1.0,2,62,1,3,6,2.8
2630,85000,1.0,0.7,12,0.65,1,63,1,1,11,3.0
2631,50000,0.85,1.0,16,0.9,3,85,1,4,16,2.8
2632,87000,1.0,0.4,5,0.45,5,143,1,2,4,2.8
2633,90000,0.85,0.7,5,0.75,3,92,1,2,4,2.8
2634,50000,1.0,0.4,4,0.45,2,59,1,3,1,3.0
2635,45000,1.0,0.4,4,0.42,3,58,1,2,4,2.8
2636,35000,1.0,0.5,14,0.4,2,65,1,4,12,2.8
2637,79000,0.85,0.7,12,0.7,3,91,1,4,9,2.8
2638,300000,1.0,1.0,9,1.0,3,120,1,1,3,3.0
2639,85000,0.85,0.7,4,0.8,2,85,1,2,2,2.8
2640,50000,0.85,1.0,5,1.0,1,42,1,2,5,2.6
2641,92000,0.7,0.7,17,0.7,3,138,1,1,13,2.8
2642,135000,1.0,1.0,10,0.85,3,107,2,1,5,3.0
2643,48000,1.0,0.4,5,0.4,3,78,1,2,4,3.0
2644,57500,0.85,1.0,11,0.9,3,83,1,4,4,2.8
2645,82000,0.7,1.0,5,1.0,2,65,1,2,2,2.8
2646,115000,1.0,0.7,4,0.8,4,120,1,2,4,3.0
2647,37500,0.7,0.5,14,0.4,2,56,1,1,5,3.2
2648,50000,0.7,1.0,21,0.8,2,60,1,1,8,3.2
2649,110000,1.0,1.0,15,1.0,2,55,1,1,11,3.0
2650,55000,0.85,0.7,14,0.7,4,104,1,4,14,2.8
2651,67000,1.0,0.7,4,0.75,2,47,1,2,3,3.0
2652,70000,1.0,1.0,4,0.9,3,80,1,2,4,3.0
2653,75000,0.85,1.0,16,0.95,3,110,1,4,9,3.0
2654,33000,1.0,0.7,5,0.75,1,34,1,2,5,2.6
2655,35000,0.85,0.4,9,0.4,2,67,1,4,5,2.8
2656,105000,1.0,1.0,14,0.9,3,112,2,1,2,3.2
2657,67000,1.0,0.7,5,0.7,3,81,1,2,3,2.8
2658,90000,1.0,0.7,5,0.75,3,85,1,2,1,2.8
2659,35000,0.85,0.7,5,0.65,1,46,1,2,3,2.8
2660,42000,0.85,1.0,10,0.8,2,67,1,4,9,2.8
2661,38000,0.85,0.7,9,0.75,1,46,1,4,8,2.8
2662,126000,1.0,1.0,10,1.0,3,100,2,4,5,2.8
2663,70000,0.85,0.7,14,0.8,3,87,1,4,9,2.8
2664,36000,0.85,0.7,7,0.7,2,47,1,2,2,2.8
2665,38000,0.85,0.4,9,0.45,4,89,1,4,8,2.8
2666,107000,1.0,1.0,10,1.0,2,53,1,1,2,2.8
2667,45000,0.85,0.7,9,0.75,2,68,1,4,2,3.0
2668,68000,1.0,0.5,14,0.4,2,85,1,1,5,2.8
2669,38700,1.0,0.4,14,0.4,2,66,1,4,4,2.8
2670,85000,0.7,1.0,17,0.75,3,107,2,3,13,2.8
2671,300000,1.0,1.0,5,1.0,3,112,1,2,3,3.2
2672,50000,1.0,0.5,9,0.45,4,85,1,4,8,2.8
2673,44000,0.85,0.5,11,0.4,3,81,1,4,2,2.8
2674,41000,1.0,1.0,5,0.8,1,44,1,4,5,2.8
2675,70000,1.0,0.5,13,0.5,3,104,1,4,2,2.8
2676,160000,1.0,1.0,10,0.9,3,84,1,1,3,3.0
2677,85000,1.0,1.0,6,0.9,3,76,1,2,6,3.0
2678,52000,1.0,0.7,9,0.75,3,81,1,4,4,2.8
2679,38000,0.85,0.4,9,0.4,3,78,1,4,8,2.8
2680,45000,1.0,0.7,6,0.75,2,37,1,2,6,3.2
2681,58000,0.85,0.7,14,0.8,3,84,1,4,13,2.8
2682,55000,0.85,0.7,9,0.75,2,65,1,4,4,2.8
2683,83000,0.85,1.0,6,0.95,3,85,1,2,1,3.2
2684,29000,0.85,0.4,4,0.5,2,55,1,2,4,2.8
2685,59000,0.85,0.7,5,0.75,3,78,1,2,5,2.8
2686,84000,1.0,1.0,11,1.0,2,83,2,4,11,2.8
2687,70000,1.0,0.5,13,0.4,2,72,1,1,11,3.2
2688,35000,0.85,0.4,5,0.35,3,76,1,2,5,2.8
2689,37000,1.0,0.4,16,0.4,3,90,1,4,11,2.8
2690,55000,1.0,0.7,5,0.7,2,57,1,2,2,2.8
2691,60000,1.0,0.7,9,0.75,3,70,1,4,2,2.8
2692,120000,1.0,1.0,15,0.9,3,109,1,1,12,3.0
2693,65000,0.85,0.7,9,0.75,3,74,1,2,3,2.8
2694,85000,1.0,1.0,5,1.0,1,35,1,2,5,2.8
2695,45000,0.85,0.7,5,0.75,2,51,1,2,2,2.8
2696,70000,1.0,0.7,5,0.65,3,55,1,2,2,2.8
2697,67000,1.0,0.6,9,0.45,3,98,1,3,6,2.8
2698,190000,0.85,1.0,6,0.85,4,128,2,2,6,3.2
2699,57000,1.0,0.6,11,0.45,3,81,1,4,10,2.8
2700,60000,1.0,1.0,9,1.0,1,42,1,4,4,2.8
2701,65000,0.7,1.0,11,0.9,2,71,1,4,9,2.8
2702,42000,0.85,1.0,4,0.9,3,72,1,2,4,3.2
2703,70000,0.85,1.0,11,0.9,3,93,1,4,10,2.8
2704,75000,1.0,1.0,5,1.0,2,40,1,2,2,2.8
2705,33000,0.85,0.4,5,0.35,2,62,1,2,5,2.8
2706,45000,0.7,0.6,14,0.45,4,101,1,4,14,2.8
2707,49500,0.85,1.0,4,0.55,2,62,1,2,3,2.8
2708,35000,0.85,0.4,9,0.4,3,77,1,4,4,3.0
2709,67000,1.0,0.7,5,0.75,2,60,1,2,5,3.0
2710,78000,1.0,0.7,9,0.75,3,90,1,4,5,2.8
2711,42000,0.7,0.4,12,0.45,2,64,1,3,8,2.8
2712,220000,1.0,1.0,4,1.0,3,120,1,2,3,3.2
2713,100000,0.85,1.0,9,0.9,4,95,1,4,8,2.8
2714,115000,1.0,1.0,14,0.9,3,96,1,1,2,3.0
2715,66000,0.85,1.0,9,0.85,3,76,1,3,1,2.8
2716,87000,1.0,1.0,5,1.0,2,64,1,2,3,2.8
2717,55000,1.0,0.7,4,0.75,3,75,1,2,4,2.8
2718,48000,0.85,0.6,9,0.52,3,78,1,4,1,2.8
2719,130000,0.7,1.0,4,1.0,3,85,1,2,2,2.8
2720,120000,1.0,1.0,5,1.0,2,75,1,2,3,3.2
2721,67000,0.85,1.0,8,1.0,1,42,1,4,2,2.8
2722,38000,0.85,0.4,9,0.45,3,73,1,4,1,3.0
2723,57000,1.0,0.7,5,0.8,2,40,1,2,2,3.0
2724,63900,0.7,1.0,10,1.0,2,70,1,4,8,2.8
2725,46000,1.0,0.7,7,0.75,2,42,1,1,7,2.8
2726,72000,0.85,0.4,4,0.4,4,105,1,3,1,3.0
2727,105000,0.85,1.0,5,0.8,2,72,1,2,4,2.8
2728,69000,1.0,0.6,9,0.55,3,97,1,4,4,2.8
2729,50000,0.85,0.7,14,0.65,3,70,2,2,1,2.8
2730,110000,1.0,1.0,20,1.0,2,82,2,1,11,3.0
2731,110000,1.0,1.0,7,1.0,2,78,1,1,7,2.8
2732,98000,1.0,1.0,11,0.9,2,71,1,4,7,2.8
2733,105000,1.0,1.0,12,1.0,3,75,1,4,8,2.8
2734,55000,0.85,0.7,6,0.7,2,53,1,3,2,2.8
2735,42000,0.85,0.4,12,0.45,2,62,1,4,2,2.8
2736,60000,1.0,0.5,5,0.45,3,90,1,2,3,2.8
2737,123300,0.7,1.0,12,0.9,3,137,2,1,8,3.0
2738,195000,1.0,1.0,17,1.0,4,119,1,1,16,3.0
2739,36000,0.85,0.4,12,0.5,2,63,1,4,4,2.8
2740,46900,1.0,0.4,9,0.5,3,79,1,4,9,2.8
2741,120000,1.0,1.0,5,1.0,3,65,1,1,4,3.0
2742,45000,0.85,0.7,9,0.75,2,71,1,4,8,2.8
2743,130000,1.0,0.7,5,0.7,4,100,2,2,3,2.8
2744,79000,0.85,1.0,5,0.9,2,70,1,2,2,2.8
2745,120000,0.85,1.0,9,0.85,3,80,1,1,8,2.8
2746,85000,0.85,0.7,5,0.75,4,107,1,2,4,2.8
2747,50000,0.85,0.4,5,0.5,3,75,1,2,3,2.8
2748,62000,1.0,0.4,5,0.42,3,80,1,3,3,2.8
2749,39000,1.0,1.0,5,0.55,2,60,1,2,5,2.8
2750,83000,1.0,0.7,5,0.75,3,82,1,2,3,3.0
2751,188000,1.0,1.0,16,0.85,3,121,2,1,12,3.2
2752,47000,1.0,0.4,5,0.45,3,68,1,4,4,2.8
2753,145000,1.0,1.0,5,1.0,3,80,1,2,2,3.0
2754,40000,1.0,0.4,9,0.4,2,64,1,4,3,2.8
2755,58000,1.0,1.0,5,0.85,2,58,1,2,1,2.8
2756,105000,0.85,1.0,6,1.0,2,98,1,2,5,2.8
2757,46000,0.85,0.4,9,0.45,4,87,2,4,5,2.8
2758,125000,1.0,1.0,4,0.95,3,106,1,2,3,3.0
2759,65000,1.0,0.7,18,0.7,3,68,1,1,16,3.0
2760,48000,0.85,1.0,10,0.8,1,44,1,4,5,2.8
2761,40000,0.85,0.6,9,0.45,3,72,1,4,9,2.8
2762,40000,0.85,1.0,9,0.75,2,42,1,4,6,2.8
2763,240000,1.0,1.0,8,1.0,3,137,3,3,2,3.0
2764,62000,0.7,1.0,14,0.8,2,84,2,1,4,3.0
2765,97000,0.7,0.7,16,0.7,3,121,2,1,13,3.0
2766,82000,1.0,0.6,16,0.45,2,101,1,1,14,3.0
2767,72000,0.85,1.0,5,0.75,3,75,1,2,4,2.6
2768,80000,0.85,1.0,5,0.95,2,60,1,2,2,3.0
2769,70000,0.85,1.0,6,0.85,2,63,1,2,4,2.8
2770,44000,1.0,0.4,13,0.42,2,55,1,1,2,2.8
2771,72000,0.85,0.5,9,0.5,3,94,2,3,3,2.8
2772,65000,1.0,0.7,5,0.75,1,95,1,2,3,3.0
2773,122000,1.0,0.7,11,0.75,2,70,1,1,8,3.0
2774,55000,0.85,0.5,9,0.4,4,89,1,4,8,2.8
2775,50000,0.85,0.7,5,0.75,2,58,1,2,5,2.8
2776,50000,0.85,0.4,9,0.45,3,91,1,4,3,2.8
2777,65000,0.85,0.7,5,0.7,4,136,1,2,4,2.8
2778,88000,1.0,0.7,4,0.75,3,90,1,2,4,3.2
2779,99000,1.0,1.0,9,0.9,3,88,1,4,7,2.8
2780,47000,0.85,0.7,5,0.7,2,53,1,2,3,2.8
2781,38000,1.0,0.5,5,0.4,4,80,1,2,1,2.8
2782,80000,0.85,1.0,5,0.85,3,78,1,2,4,2.8
2783,72000,1.0,0.5,9,0.5,3,94,1,4,3,3.0
2784,35000,1.0,0.4,4,0.5,2,56,1,2,1,2.8
2785,105000,0.7,0.7,15,0.65,3,130,1,1,9,3.0
2786,50000,0.85,0.4,5,0.5,3,78,1,2,3,2.8
2787,73000,1.0,0.7,18,0.65,3,68,1,1,8,3.0
2788,72000,1.0,1.0,13,1.0,2,54,1,4,11,2.8
2789,180000,0.85,1.0,5,1.0,3,117,2,2,3,3.2
2790,66000,1.0,0.5,9,0.5,3,77,1,4,1,2.8
2791,40000,0.85,0.4,9,0.4,3,80,1,4,6,2.8
2792,60000,0.7,0.4,14,0.5,3,100,1,1,12,2.6
2793,42000,0.7,0.4,5,0.45,3,79,1,2,3,2.8
2794,40800,1.0,0.4,14,0.45,2,65,1,4,11,2.8
2795,50000,1.0,0.7,4,0.7,3,65,2,1,0,2.8
2796,82000,0.85,1.0,6,1.0,3,88,1,2,6,3.2
2797,270000,1.0,1.0,16,1.0,4,135,2,1,7,3.0
2798,106000,0.7,0.7,11,0.77,4,140,2,1,4,3.0
2799,59000,1.0,0.7,5,0.75,3,77,1,2,1,2.8
2800,47000,1.0,1.0,4,0.95,1,35,1,2,3,3.2
2801,67000,0.85,1.0,16,1.0,2,70,1,4,16,2.8
2802,92000,1.0,1.0,9,1.0,3,95,1,4,9,3.0
2803,85000,0.85,0.7,9,0.77,3,98,1,3,8,2.8
2804,65000,0.85,0.7,9,0.75,3,93,1,4,5,2.8
2805,65000,0.85,1.0,11,0.8,2,74,1,4,3,2.8
2806,180000,0.85,1.0,4,0.9,3,110,1,2,3,2.8
2807,60000,1.0,0.4,4,0.5,3,78,1,2,2,2.8
2808,51000,0.85,1.0,5,0.85,3,75,1,2,3,2.8
2809,140000,1.0,1.0,12,1.0,3,92,1,3,11,2.8
2810,59000,1.0,0.7,5,0.75,2,68,1,2,4,2.8
2811,62000,1.0,0.4,4,0.5,3,73,1,2,3,2.8
2812,62000,1.0,0.7,5,0.75,2,60,1,2,1,2.8
2813,59000,0.85,0.7,5,0.75,3,56,1,2,4,2.8
2814,72000,1.0,0.4,7,0.42,3,96,1,3,1,2.8
2815,110000,1.0,1.0,7,0.9,3,98,1,1,4,3.0
2816,35000,0.7,0.4,5,0.4,2,65,1,2,5,2.8
2817,54000,1.0,1.0,5,0.85,1,37,1,2,3,2.8
2818,48000,0.85,0.4,9,0.45,3,72,1,4,5,2.8
2819,58000,1.0,1.0,5,0.9,2,63,1,2,4,2.8
2820,46000,0.85,0.7,9,0.75,1,42,1,4,4,2.8
2821,65000,1.0,1.0,3,0.85,4,100,1,2,2,2.8
2822,40000,1.0,0.7,9,0.7,2,42,1,4,8,2.8
2823,170000,0.85,1.0,5,1.0,4,128,1,3,4,2.8
2824,54000,1.0,0.4,4,0.3,3,87,1,2,2,2.8
2825,53000,1.0,0.4,5,0.3,4,93,1,2,3,2.8
2826,57000,0.7,1.0,9,1.0,2,48,1,1,7,3.0
2827,39000,0.85,1.0,5,0.8,1,37,1,2,2,2.8
2828,80000,1.0,0.7,9,0.7,3,82,1,4,5,2.8
2829,43000,1.0,0.4,5,0.35,1,51,1,2,1,2.8
2830,37000,0.85,0.5,14,0.4,3,85,1,4,2,2.8
2831,70000,1.0,1.0,5,0.7,2,53,1,2,4,2.8
2832,75000,1.0,1.0,9,0.9,2,47,1,4,7,2.8
2833,100000,1.0,0.7,12,0.65,3,115,1,1,10,3.0
2834,55000,1.0,0.7,14,0.8,3,84,1,4,13,3.0
2835,32000,1.0,0.5,4,0.8,2,33,1,2,2,2.8
2836,59000,1.0,0.4,5,0.4,4,122,1,2,1,2.8
2837,75000,0.85,1.0,4,1.0,3,105,1,2,4,3.2
2838,115000,1.0,0.5,3,0.4,4,90,1,1,2,3.0
2839,165000,0.85,0.7,8,0.75,4,140,2,1,3,2.8
2840,76000,0.85,1.0,4,0.8,2,70,1,2,2,2.8
2841,290000,1.0,1.0,4,1.0,3,130,1,2,3,3.2
2842,37000,1.0,1.0,12,0.55,2,40,1,3,9,2.8
2843,42800,1.0,0.4,14,0.45,3,83,1,4,12,2.8
2844,48000,1.0,0.5,9,0.45,3,78,1,4,7,2.8
2845,59000,0.7,0.7,16,0.7,1,55,1,3,10,3.0
2846,37500,0.85,0.4,5,0.4,2,61,1,2,5,2.8
2847,50000,0.85,0.4,9,0.45,3,73,1,4,1,2.8
2848,110000,1.0,1.0,9,0.9,3,86,2,1,7,3.0
2849,63500,1.0,1.0,5,1.0,2,39,1,2,5,2.8
2850,43000,0.85,0.5,14,0.4,3,88,1,4,3,2.8
2851,110000,1.0,0.7,5,0.7,3,130,2,2,1,3.2
2852,120000,1.0,0.7,5,0.7,4,98,2,2,2,2.8
2853,45000,1.0,1.0,14,0.9,1,37,1,1,11,3.0
2854,105000,1.0,1.0,14,0.9,3,112,1,1,2,3.0
2855,100000,1.0,1.0,9,0.8,3,96,1,3,8,2.8
2856,120000,1.0,1.0,16,0.9,2,81,1,1,10,2.8
2857,58000,0.85,0.7,9,0.7,2,65,1,4,5,2.8
2858,36500,1.0,0.4,5,0.5,2,57,1,2,3,2.8
2859,90000,0.85,0.7,6,0.75,2,96,1,3,4,2.8
2860,45000,0.85,0.6,9,0.55,2,68,1,4,1,2.8
2861,95000,0.7,1.0,14,0.8,3,119,1,3,6,3.0
2862,55000,1.0,0.4,9,0.3,4,100,1,4,5,2.8
2863,34500,0.85,0.5,9,0.45,3,66,1,4,8,2.8
2864,56500,0.85,0.7,4,0.75,3,75,1,2,4,3.0
2865,89000,1.0,1.0,4,1.0,2,40,1,2,4,3.0
2866,66000,0.85,0.7,16,0.7,3,90,1,4,11,2.8
2867,57000,0.85,0.7,9,0.7,3,67,1,4,5,2.8
2868,101000,0.85,1.0,5,1.0,3,99,2,2,5,3.0
2869,90000,1.0,1.0,3,1.0,4,113,1,2,1,3.2
2870,46000,1.0,0.4,9,0.4,3,80,1,4,6,2.8
2871,50000,0.85,0.5,9,0.45,4,92,1,4,7,2.8
2872,45000,0.85,0.7,12,0.75,2,62,1,3,12,2.8
2873,130000,0.7,1.0,15,1.0,3,100,2,1,10,3.2
2874,34000,0.85,0.4,5,0.35,2,54,1,2,5,2.8
2875,38000,1.0,0.4,12,0.5,2,62,1,4,5,2.8
2876,43000,1.0,0.4,7,0.42,2,73,1,2,2,3.0
2877,50000,1.0,0.5,9,0.4,3,67,1,4,8,2.8
2878,115000,1.0,0.7,5,0.75,4,124,2,2,5,3.2
2879,45000,0.85,0.4,5,0.45,2,58,1,2,2,2.8
2880,40000,1.0,0.4,9,0.35,3,80,1,4,5,2.8
2881,105000,1.0,1.0,5,1.0,3,80,1,2,2,2.8
2882,113000,1.0,1.0,5,1.0,2,59,1,4,2,2.8
2883,80000,1.0,0.5,12,0.8,3,85,2,1,4,3.0
2884,42000,0.85,0.4,9,0.45,3,77,1,4,8,2.8
2885,89000,1.0,0.7,11,0.75,2,83,1,1,9,2.8
2886,100000,1.0,1.0,7,0.85,2,65,1,1,4,3.0
2887,190000,0.85,0.6,14,0.55,4,111,2,1,4,2.8
2888,160000,1.0,1.0,14,1.0,2,82,2,1,8,3.2
2889,35000,1.0,0.4,16,0.4,2,60,1,4,8,2.8
2890,40000,0.85,0.4,12,0.35,2,62,1,4,5,2.8
2891,53000,0.85,0.7,8,0.7,3,72,1,4,6,2.8
2892,57000,1.0,1.0,5,0.85,2,40,1,2,4,2.8
2893,127000,1.0,1.0,9,1.0,3,72,2,1,3,3.0
2894,210000,1.0,1.0,9,1.0,4,108,2,3,4,3.0
2895,90000,0.85,0.7,9,0.75,3,89,1,4,5,2.8
2896,90000,1.0,0.5,14,0.4,3,110,2,1,11,3.0
2897,47000,0.85,1.0,9,0.9,1,43,1,4,9,2.8
2898,46000,1.0,1.0,14,0.85,1,41,1,4,4,2.8
2899,45000,0.85,0.4,9,0.4,4,90,1,4,7,2.8
2900,127000,0.85,1.0,7,0.9,3,100,1,1,4,2.8
2901,130000,0.85,0.7,11,0.75,3,100,2,1,9,2.8
2902,38000,0.85,0.4,5,0.4,2,62,1,3,1,2.8
2903,71000,1.0,0.6,15,0.55,2,40,1,1,13,2.8
2904,135000,0.85,1.0,5,1.0,3,80,2,2,4,2.8
2905,75000,0.85,0.7,9,0.7,3,100,1,4,4,2.8
2906,85000,0.85,1.0,5,0.9,3,88,1,2,5,3.2
2907,145000,1.0,0.7,10,0.75,4,138,1,1,8,3.0
2908,95000,1.0,0.7,14,0.7,3,78,2,3,7,2.8
2909,34000,1.0,0.4,10,0.4,1,42,1,4,9,2.8
2910,98000,1.0,0.7,18,0.65,3,95,2,1,4,3.0
2911,70000,1.0,1.0,10,1.0,2,64,1,4,6,2.8
2912,48000,0.85,0.4,9,0.4,3,91,1,4,7,2.8
2913,70000,0.85,0.5,2,0.45,3,120,1,2,1,2.8
2914,85000,0.85,1.0,4,0.85,3,80,1,2,1,3.0
2915,68000,0.85,1.0,5,1.0,3,62,1,2,5,3.0
2916,44000,0.85,0.7,14,0.7,3,53,1,3,12,2.8
2917,54000,1.0,0.4,9,0.45,3,76,1,4,5,2.8
2918,78000,0.85,1.0,4,0.9,3,105,1,2,2,2.8
2919,38000,0.85,0.4,4,0.4,2,58,1,2,2,3.0
2920,37000,0.85,0.4,9,0.4,3,87,1,4,1,2.8
2921,42000,0.7,1.0,9,0.8,2,65,1,4,8,2.8
2922,43000,0.85,0.4,14,0.5,3,104,1,4,5,2.8
2923,59000,0.85,0.7,9,0.7,4,100,2,4,3,2.8
2924,36000,0.85,0.7,7,0.7,2,47,1,2,2,2.8
2925,155000,0.85,0.7,16,0.75,3,100,1,3,9,2.8
2926,120000,1.0,1.0,14,0.9,3,96,1,1,2,2.8
2927,94000,1.0,1.0,14,0.9,3,95,3,1,12,3.0
2928,98500,1.0,0.7,16,0.65,3,95,1,1,4,3.0
2929,125000,1.0,0.7,3,0.8,3,80,1,2,2,3.0
2930,80000,1.0,0.5,16,0.5,2,67,1,4,13,2.8
2931,40000,1.0,0.4,5,0.35,2,52,1,4,2,2.8
2932,42000,0.85,0.5,16,0.4,3,82,2,4,14,2.8
2933,135000,1.0,0.7,18,0.7,3,99,1,1,5,3.0
2934,220000,1.0,1.0,10,1.0,3,100,1,4,9,2.8
2935,170000,1.0,1.0,5,1.0,3,80,1,2,2,3.0
2936,68000,0.85,0.7,4,0.8,3,90,1,2,4,3.2
2937,63500,1.0,0.5,14,0.4,2,85,1,3,4,3.0
2938,44000,0.85,0.4,9,0.4,4,93,1,4,6,2.8
2939,63000,0.85,0.6,16,0.55,4,93,1,4,2,2.8
2940,62000,0.85,0.4,5,0.4,3,78,1,2,4,2.8
2941,55000,0.85,0.6,9,0.45,3,94,2,4,4,2.8
2942,179000,1.0,0.8,4,0.8,3,120,3,2,3,3.0
2943,165000,1.0,1.0,6,1.0,3,114,1,2,5,3.0
2944,230000,1.0,1.0,4,1.0,4,135,2,2,3,3.0
2945,96000,1.0,0.7,5,0.7,3,95,1,2,2,2.8
2946,230000,1.0,1.0,4,1.0,3,110,2,2,3,3.0
2947,90000,1.0,0.5,14,0.4,3,110,2,1,11,2.8
2948,250000,0.85,1.0,6,1.0,4,100,1,2,5,2.8
2949,41000,1.0,0.4,10,0.4,2,70,1,4,6,2.8
2950,110000,0.7,0.7,12,0.7,3,132,2,1,9,3.0
2951,140000,1.0,1.0,5,1.0,3,71,2,2,2,3.2
2952,42000,1.0,0.7,9,0.75,1,42,1,4,7,2.8
2953,74000,1.0,0.7,8,0.75,3,78,1,1,7,2.8
2954,32000,1.0,0.7,4,0.75,2,37,1,2,4,3.2
2955,170000,1.0,0.7,5,0.75,4,145,2,2,2,3.2
2956,64000,1.0,1.0,4,1.0,1,31,1,2,1,3.0
2957,180000,1.0,1.0,6,1.0,3,100,1,3,2,3.0
2958,195000,0.85,1.0,5,1.0,5,120,2,2,5,2.8
2959,31500,0.85,0.7,7,0.7,1,52,1,2,7,2.8
2960,60000,0.85,0.4,5,0.4,3,70,1,3,3,2.8
2961,75000,1.0,0.7,5,0.75,2,51,1,2,3,2.8
2962,45000,1.0,0.7,4,0.7,2,37,1,1,2,3.0
2963,130000,0.85,1.0,12,1.0,3,101,1,4,2,2.8
2964,187000,1.0,1.0,5,1.0,4,120,1,2,3,3.0
2965,137000,1.0,1.0,13,1.0,4,90,1,3,11,3.0
2966,78000,0.85,1.0,5,1.0,2,63,2,2,3,2.8
2967,73000,1.0,0.7,15,0.65,3,71,1,1,7,3.0
2968,63000,1.0,1.0,10,0.85,2,57,1,4,3,2.8
2969,300000,1.0,1.0,14,1.0,3,141,2,1,12,3.0
2970,200000,0.85,1.0,7,1.0,2,115,1,1,3,2.8
2971,95000,1.0,1.0,12,0.9,3,81,1,1,7,3.0
2972,46000,1.0,0.7,10,0.75,1,45,1,4,4,2.8
2973,155000,1.0,0.7,5,0.75,4,114,2,2,4,3.2
2974,31000,0.85,0.5,9,0.4,2,63,1,4,8,2.8
2975,73000,1.0,0.7,6,0.75,3,70,1,2,4,3.0
2976,85000,0.85,1.0,4,1.0,3,71,2,2,4,2.8
2977,35000,0.85,0.4,5,0.35,2,54,1,2,5,2.8
2978,143000,0.85,1.0,11,1.0,2,91,1,1,7,2.8
2979,95000,0.7,0.7,16,0.7,3,133,1,3,9,2.8
2980,36000,0.85,0.4,10,0.45,4,140,1,4,10,2.8
2981,38000,1.0,0.7,4,0.75,2,42,1,2,2,2.8
2982,37000,0.85,0.5,5,0.45,1,46,1,2,2,2.8
2983,60000,1.0,0.7,5,0.7,1,49,2,2,3,2.8
2984,44000,1.0,0.4,9,0.4,3,75,1,4,8,2.8
2985,63000,1.0,0.6,11,0.45,3,100,1,4,10,2.8
2986,65000,1.0,1.0,14,0.9,2,54,1,1,6,3.2
2987,110000,1.0,0.7,16,0.7,3,109,1,1,10,2.8
2988,123000,0.85,1.0,4,1.0,3,80,1,2,2,2.8
2989,120000,1.0,0.5,9,0.5,2,82,1,4,8,2.8
2990,42000,0.85,0.4,5,0.5,3,76,1,2,4,2.8
